Error
Epoch,1. Starting from 4|6|7|4 network without change a lower bound 3,10. Starting from 4|6|7|7|4 network without change an upper bound 3,11. Starting from 4|14|6|4 network without change an upper bound 3,2. Starting from 4|6|7|4 network to bigger 4|6|7|7|4 with old neurons locked 3 32500,3. Starting from 4|6|7|4 network to bigger 4|6|7|7|4 with old neurons locked 3 40000,4. Starting from 4|6|7|4 network to bigger 4|6|7|7|4 with layers 4|6 locked 3 32500,5. Starting from 4|6|7|4 network to bigger 4|6|7|7|4 with layers 4|6 locked 3 40000,6. Starting from 4|6|7|4 network to bigger 4|6|7|7|4 with all neurons unlocked 3 32500,7. Starting from 4|6|7|4 network to bigger 4|6|7|7|4 with all neurons unlocked 3 40000,8. Starting from 4|13|4 network to bigger 4|14|6|4 with all neurons unlocked 3 32500,9. Starting from 4|13|4 network to bigger 4|14|6|4 with all neurons unlocked 3 40000
25100.0,0.0555423505902,0.0554777437421,0.0545059563948,0.789688513945,0.75960648242,0.753647669928,0.681754198101,0.668647176022,0.521144643886,0.553471346454,0.628503157225
25150.0,0.0568747878332,0.0545305785906,0.0536267851377,0.740052701824,0.752521828623,0.669656906189,0.648617646753,0.493375957421,0.443428376871,0.497256668601,0.527165174631
25200.0,0.0575362924866,0.0547546819521,0.0537336979883,0.691864832978,0.738926211689,0.652181590745,0.63240463988,0.47040036599,0.378975615051,0.462329937737,0.472233016397
25250.0,0.056686182121,0.0540582912441,0.0543865170014,0.673771892736,0.717537614349,0.644126386468,0.609141806461,0.446186494829,0.349175885016,0.433068033159,0.44466762067
25300.0,0.0562966974901,0.0543199863042,0.0556602281292,0.654802426868,0.717392086991,0.605169405856,0.595073576233,0.432669869647,0.312296707414,0.422302064325,0.417209259611
25350.0,0.0559801017623,0.0542308780777,0.0537107446266,0.636304747105,0.708640922857,0.616535538382,0.575506380479,0.428815756322,0.282451483133,0.414412646275,0.395241935788
25400.0,0.0570655857089,0.0543238338148,0.0540980127981,0.639555312789,0.694916739221,0.601159055811,0.576956874975,0.410261301799,0.257423841953,0.386957186408,0.373997355311
25450.0,0.0573606900155,0.053571378214,0.0545672314523,0.629653630122,0.697963774543,0.592587998468,0.570478424085,0.396359152831,0.238738666424,0.377286015487,0.363182280516
25500.0,0.0557068156182,0.0528645684402,0.0551069947637,0.616100744142,0.684340153526,0.575439442519,0.5581583959,0.385979571697,0.210752018287,0.36672531549,0.354707352792
25550.0,0.056232960315,0.0535053593479,0.0536029026354,0.617930636522,0.680288939024,0.570108540089,0.554575004909,0.369895733123,0.188778517044,0.352712084443,0.341535950539
25600.0,0.0564178278986,0.0534718936101,0.0533708528886,0.609494224388,0.681956307049,0.559915765853,0.555761097967,0.35493535479,0.180580727358,0.345491668532,0.332663509502
25650.0,0.0566506758059,0.0574266783285,0.0544380506504,0.592410031862,0.664226863754,0.561782066732,0.548867759453,0.329420282906,0.176320017408,0.33521930024,0.326741581456
25700.0,0.0569119330154,0.0538568828025,0.053874182306,0.603031832208,0.675315378398,0.570278546188,0.540542953467,0.309833374638,0.166266722968,0.340271763466,0.313807922619
25750.0,0.0572847951954,0.0519089157635,0.0544878647435,0.595146988588,0.664884405328,0.55855913945,0.537875547705,0.293175123129,0.15442204815,0.334316274938,0.307203534658
25800.0,0.0570982561566,0.0531529050199,0.0562532172996,0.587529748994,0.656316596786,0.559103898311,0.537448411404,0.27660378039,0.149204808158,0.321519853241,0.301871705859
25850.0,0.0575632898962,0.0545969890499,0.0543095300983,0.581761430234,0.663245015829,0.545310815995,0.525227036151,0.268725405792,0.142689336921,0.322900837555,0.296776174394
25900.0,0.0565005096384,0.0550043308617,0.0540924099174,0.575011927435,0.663203549724,0.543035956418,0.520464549291,0.249310547003,0.141926413107,0.327713026354,0.290410698747
25950.0,0.0551953307305,0.0535196172723,0.0535042027443,0.564477114494,0.654705385069,0.531990245984,0.518080197129,0.247590336175,0.136331467114,0.312910273938,0.281285695801
26000.0,0.0556504643388,0.0531399622029,0.0556278502646,0.555478408714,0.659872145934,0.526678605506,0.513050837958,0.236356428365,0.134169528782,0.306947056319,0.27601661668
26050.0,0.0552276624475,0.0538441192798,0.0532555094574,0.54238746966,0.65635859459,0.527637877692,0.504312034379,0.234030376116,0.129280296592,0.306929739731,0.271774842388
26100.0,0.0551928278944,0.0520376152401,0.0540361095098,0.550315297561,0.661221247281,0.525012244936,0.499735544962,0.224417167412,0.12475463639,0.308425010038,0.265129954684
26150.0,0.0562073864342,0.0527612792635,0.0538355083691,0.538773006674,0.654078867611,0.527806845536,0.483770467678,0.217244677355,0.12458254155,0.305814799837,0.254870128626
26200.0,0.0556426097342,0.0550227674208,0.053091061261,0.527175423085,0.641147870396,0.518560316235,0.478419135266,0.214729449706,0.121369312821,0.302369104706,0.249850813446
26250.0,0.0553821367183,0.0524910346695,0.054093144507,0.5233078682,0.65285565084,0.514125345519,0.471226857405,0.202719240193,0.119784947451,0.312420654656,0.246158345354
26300.0,0.0567289284409,0.0535902336342,0.0527956418178,0.521385257532,0.663760544109,0.519880455385,0.457854651283,0.197471866896,0.115182584884,0.301900636847,0.239847085977
26350.0,0.0559007011979,0.0542063310018,0.0542044366059,0.506959989954,0.637418749915,0.490112001921,0.449710769663,0.188182683191,0.113429176445,0.304492477359,0.230315045976
26400.0,0.0554587555678,0.0525126342632,0.0543532891228,0.501179480993,0.652443180015,0.498206220138,0.439099925709,0.174850267528,0.109960749608,0.298874200167,0.228659273689
26450.0,0.0561845563873,0.0535627120834,0.0537783221917,0.497622522795,0.638818080507,0.504411660625,0.432018093219,0.166908336926,0.110098553737,0.29364860582,0.219525301756
26500.0,0.0556636285152,0.0534108105449,0.0531332374098,0.485729103826,0.643818938934,0.493158613215,0.418205295018,0.152095249206,0.103464132122,0.299029248354,0.217567446938
26550.0,0.0568263791667,0.0532084413498,0.0526266352716,0.483677854222,0.643610023144,0.478820075271,0.408512359536,0.144137032109,0.104767989015,0.297828189695,0.211495227784
26600.0,0.0566165521549,0.0528950431228,0.0542006403063,0.489527524735,0.637920509143,0.49340713748,0.400382188499,0.135485039865,0.1046675165,0.298458044298,0.204465128507
26650.0,0.0566044558094,0.0524026116039,0.0538700481324,0.480108243967,0.64531471946,0.481817975873,0.392038347268,0.133269099746,0.10403278012,0.289879907276,0.194472450146
26700.0,0.0564977655244,0.0510685222148,0.0535600264082,0.473174205482,0.636455325549,0.469484130454,0.38099519791,0.124528335916,0.104381981955,0.296796120557,0.192215039413
26750.0,0.0536630018646,0.0534774433754,0.0532581377803,0.470320976909,0.629858831924,0.476712590963,0.369112630471,0.119669060263,0.101917514858,0.296593589021,0.186017215607
26800.0,0.0559820854932,0.0557110671673,0.0517047065497,0.46669976725,0.626402539884,0.46815331231,0.356469778481,0.114464254722,0.103775061173,0.29218227803,0.177109147359
26850.0,0.0547374789345,0.0539337572011,0.0526353344518,0.470248472825,0.623583432714,0.465601507782,0.347723255647,0.10927672872,0.10191909056,0.289677588776,0.174711322571
26900.0,0.0559489558093,0.0526072630783,0.0529835268408,0.451354670419,0.61622158646,0.455329729966,0.336816935354,0.107263713168,0.104674771263,0.289981352269,0.170334632723
26950.0,0.0562402807977,0.0520084643327,0.0525642911631,0.4576841665,0.606450620762,0.456725009455,0.326903438102,0.105417771449,0.0991921833419,0.285686332015,0.165839285925
27000.0,0.0555869805439,0.0545080435456,0.0527101743519,0.45334409213,0.599046718877,0.467808384242,0.319407698963,0.10573208398,0.0986519860526,0.283998339575,0.159928444203
27050.0,0.0560533623268,0.0574505181068,0.0534284720799,0.449151082794,0.588026848717,0.443239860957,0.313871439078,0.104194617791,0.101420922462,0.286919972475,0.152589075372
27100.0,0.0557955800968,0.0527324738247,0.0528605929868,0.44733247581,0.582281037442,0.456469897598,0.304310577013,0.0988966022024,0.0998955886969,0.286660198709,0.150459081757
27150.0,0.0561192794423,0.0524095082866,0.0524897450627,0.441276390192,0.565272521994,0.443139477152,0.296906301383,0.0997848794622,0.100553908634,0.280529408531,0.149132514829
27200.0,0.0566450790977,0.054839290208,0.0531715202425,0.447135290313,0.560862855461,0.439808613915,0.285788575993,0.0976634587743,0.099752628176,0.281076629123,0.141618322335
27250.0,0.0561782041832,0.0540766868326,0.053740701095,0.444018153845,0.547317157949,0.445792525281,0.276784464997,0.0960870900076,0.0960156548126,0.286049257067,0.139949165914
