
Error
Epoch,Starting from 4|6|7|7|4 network without change a lower bound 1,Starting from 4|6|7|7|7|4 network without change an upper bound 1,Starting from 4|14|13|4 network without change an upper bound 1,Starting from 4|14|6|4 network without change a lower bound 1,Starting from 4|6|7|7|4 network to bigger 4|6|7|7|7|4 with old neurons locked 2 57500,Starting from 4|6|7|7|4 network to bigger 4|6|7|7|7|4 with old neurons locked 2 65000,Starting from 4|6|7|7|4 network to bigger 4|6|7|7|7|4 with layers 4|6 locked 2 57500,Starting from 4|6|7|7|4 network to bigger 4|6|7|7|7|4 with layers 4|6 locked 2 65000,Starting from 4|6|7|7|4 network to bigger 4|6|7|7|7|4 with all neurons unlocked 2 57500,Starting from 4|6|7|7|4 network to bigger 4|6|7|7|7|4 with all neurons unlocked 2 65000,Starting from 4|14|6|4 network to bigger 4|14|13|4 with all neurons unlocked 2 57500,Starting from 4|14|6|4 network to bigger 4|14|13|4 with all neurons unlocked 2 65000
50150.0,0.0340070798558,0.0480724787792,0.0200016320095,0.0622924145715,0.625934367182,1.53750607924,0.790412230922,0.546839614072,0.34199817888,0.0350771627044,0.609383607249,0.462320821684
50200.0,0.0314163755131,0.0379469065666,0.0141450691226,0.0553890761719,0.609986073499,1.32924792095,0.721984669304,0.51525554446,0.299334267604,0.0477249847518,0.540814163465,0.42181922326
50250.0,0.041337061801,0.0423611608991,0.0176436076514,0.0561027680995,0.597813148069,1.22061374067,0.67977861357,0.505853125029,0.27781816869,0.0363256142986,0.506233704865,0.390530855157
50300.0,0.0324277186102,0.0474516501791,0.0158191667745,0.0613399349064,0.58647330019,1.19297261089,0.662208639828,0.489385712767,0.264530871806,0.0328027358448,0.467823854188,0.378705304717
50350.0,0.0330311012967,0.0392471147229,0.0137693602664,0.0535451521344,0.565920906005,1.16294299443,0.617226893371,0.492690777593,0.251960174704,0.0338802811462,0.433456869229,0.382475910636
50400.0,0.0336364389657,0.0403993399207,0.0124543343975,0.0587981150372,0.574224525148,1.1415145389,0.621935405573,0.493384818104,0.244976403266,0.0313585609566,0.414952055504,0.381762680442
50450.0,0.0352936592051,0.0412511867556,0.0156387855035,0.0560604932093,0.581074779783,1.09458755339,0.612004581211,0.480819985255,0.230854282697,0.0363116683135,0.387884301818,0.384875696692
50500.0,0.0344635637966,0.038603904866,0.0187201179084,0.0537773300815,0.564558217592,1.07115128639,0.614616419644,0.476385173562,0.226675400129,0.0237002849872,0.385839293088,0.376773832937
50550.0,0.0399912667011,0.041277861138,0.0134555129462,0.05909585152,0.564041742188,1.06448616064,0.612611829637,0.463884517275,0.213058732543,0.0291531178709,0.38334630278,0.382669237604
50600.0,0.0303687790733,0.0591216148789,0.0309035962043,0.0499109702963,0.558234244909,1.03394436689,0.600053698257,0.443912799522,0.20832309069,0.0229175256066,0.376975651904,0.394467771023
50650.0,0.0342388063036,0.0389556287105,0.0135380993241,0.0561979591869,0.557774818651,1.00417123901,0.588206531446,0.457592092306,0.200547106825,0.0292024176682,0.370508101789,0.386636995074
50700.0,0.0402193435747,0.0493614597511,0.0109403501212,0.0535446763262,0.557479330093,1.01400227499,0.586618117467,0.444422014535,0.201738781248,0.0231345390867,0.36632240274,0.386148083323
50750.0,0.0388177354795,0.0385780494318,0.01561972339,0.0585107324025,0.546183327095,0.995611499348,0.586026021148,0.436611821798,0.197730188507,0.0217787759946,0.360784840547,0.388463901214
50800.0,0.0327922712628,0.0409046379029,0.0138028190048,0.0529369539551,0.551901471635,0.969137391083,0.586373906565,0.418655519789,0.192371197223,0.0256508014804,0.361074658012,0.384759884585
50850.0,0.0324959299564,0.0419294539847,0.012681320204,0.0546407159568,0.549169676084,0.974660535902,0.591297259218,0.419794814238,0.18006464611,0.0202902058158,0.344341329433,0.365385656671
50900.0,0.0303154176257,0.0363333009563,0.0175109529963,0.060339870112,0.552401637305,0.957951928953,0.564084419403,0.405513571494,0.182951150047,0.0229948864543,0.347657740729,0.360721775491
50950.0,0.040192157789,0.0362261690763,0.013024622182,0.0562238457112,0.543794762351,0.950350980939,0.570713187266,0.404732769154,0.184429209842,0.0304095487866,0.344023664493,0.350477336266
51000.0,0.0297743372311,0.0509377361859,0.0181296380729,0.0551165558031,0.55853791369,0.924952535098,0.562073146632,0.399258703208,0.179167139177,0.0316139401007,0.335919725221,0.340263934327
51050.0,0.0287873918237,0.0363987006308,0.0114501243143,0.0609865963734,0.534907473079,0.92024250172,0.556145700274,0.392081873808,0.172307050088,0.0287242330034,0.331205224074,0.328646842384
51100.0,0.0319070980836,0.0372499037899,0.0133498332079,0.0610322941064,0.54823764339,0.925383862887,0.550388568472,0.388916591811,0.167563402221,0.0230579295234,0.333228798019,0.317385042345
51150.0,0.0318534635692,0.0377421966688,0.0129215795758,0.0546880964026,0.546262475683,0.906810007519,0.549108610503,0.381641126343,0.165073412218,0.0248300698798,0.330247491331,0.310029165411
51200.0,0.0282690937674,0.0450249950164,0.0180546870077,0.0546286741358,0.54807745213,0.89830095658,0.543507523885,0.380199461764,0.164025395083,0.0230604948099,0.328940019382,0.31117733686
51250.0,0.0307743631208,0.0404521302967,0.0102336111199,0.0574493770691,0.536196451525,0.876734471455,0.531477918053,0.359721639408,0.160553775661,0.0193527806827,0.327541807872,0.30016907424
51300.0,0.0329108575441,0.0436461696166,0.00970615292815,0.0575668880393,0.54511800757,0.881876982599,0.534770289015,0.360282613707,0.159138997503,0.0225378863413,0.323471217514,0.29960598926
51350.0,0.0396119250057,0.0437590125069,0.00913141622572,0.0577473554681,0.53514065213,0.864400149221,0.521590469989,0.351154398759,0.154957247724,0.0209378192858,0.322345222254,0.292384336503
51400.0,0.0348131304311,0.0388956354204,0.0167117317313,0.0550824558159,0.540926272379,0.846120469156,0.51552879646,0.354729709492,0.155701855124,0.0179661914215,0.318813540385,0.295745898379
51450.0,0.0363721048134,0.0397017861666,0.0110671635248,0.0599307992933,0.53894862275,0.835732893901,0.520898476584,0.342836545156,0.156609550695,0.0180548356396,0.321282064672,0.29484828343
51500.0,0.0323545145303,0.040085334885,0.0123393260538,0.0536201604714,0.535520931489,0.824657155493,0.520187933639,0.338676447621,0.147511593312,0.024413562015,0.316139812352,0.294110872828
51550.0,0.0295587351257,0.0354430072419,0.0118967100024,0.0533688093596,0.537250057603,0.799751067045,0.498860831707,0.333001856269,0.149294583718,0.0178332138679,0.317869356139,0.29577759763
51600.0,0.0412701624388,0.0397639613256,0.0126265542559,0.0625531605944,0.530752669954,0.793442921263,0.524390920977,0.328221368392,0.146450933641,0.0252723773392,0.308968084372,0.301862468654
51650.0,0.0282318152036,0.0380229480302,0.0209284373233,0.0567197051502,0.521140918518,0.770780981229,0.509192097715,0.324081604472,0.14256168278,0.029478323757,0.315561371321,0.300310093283
51700.0,0.0303012927324,0.0325935221452,0.0191724285132,0.0552537580065,0.527403957572,0.776073425213,0.516827867498,0.321640582103,0.140234231826,0.0200720411553,0.315025938999,0.300613317781
51750.0,0.0305027786043,0.0356252121025,0.0124742666296,0.0607411674555,0.530053129193,0.756806838033,0.494982092613,0.316197324261,0.138601667961,0.0165023342129,0.31560258378,0.299165757802
51800.0,0.0302266548019,0.0435074732514,0.0201928135255,0.0558824449722,0.532454455168,0.737824912321,0.489641507446,0.314467448557,0.138081006976,0.0220040566418,0.308677928957,0.302182880543
51850.0,0.0310013633032,0.0357024408698,0.0108545318487,0.0521362012859,0.529072957452,0.726706936419,0.503454672095,0.305713517274,0.138007608099,0.0183620597979,0.313211305617,0.299810329864
51900.0,0.0302530823713,0.04117326705,0.0139749130915,0.0539256009486,0.535428360196,0.709401272621,0.497016496427,0.305033766099,0.132669044817,0.0218644902318,0.312781656396,0.306683542456
51950.0,0.0280589548931,0.0383911310631,0.0184954512594,0.0573917306292,0.534767459398,0.682009637121,0.487896177901,0.301966417006,0.128487420482,0.0219785167651,0.31198430728,0.301829706333
52000.0,0.0317522396998,0.0374787421517,0.0149519683335,0.0569370784804,0.526135838089,0.686953819855,0.482229990183,0.301042712713,0.125916838192,0.0206399089526,0.309938006349,0.30710002926
52050.0,0.0264911119625,0.0322182577866,0.0100543284157,0.0546186409046,0.535142638304,0.687880326501,0.469808568469,0.295896397822,0.123052374534,0.0160185779249,0.309132870434,0.314118815514
52100.0,0.0298900154803,0.0332103351519,0.0099678526188,0.0579075691072,0.522951174765,0.67023538742,0.472424653518,0.291905800755,0.124529644226,0.0171842557238,0.309982326571,0.367168989252
52150.0,0.0281639318364,0.0326380238043,0.0171551073509,0.0582948496469,0.51897040878,0.668648403393,0.484842266212,0.287347092609,0.120821282088,0.0167118815392,0.311400348659,0.367994181485
52200.0,0.0317301291103,0.0373748329065,0.0159968587873,0.0570854688182,0.523245722589,0.653072848938,0.478007478832,0.289954977808,0.118544915478,0.0222937185212,0.305013474008,0.369471567249
52250.0,0.0343295658036,0.0306747276706,0.0132510838693,0.0579737592013,0.529327164446,0.657987849906,0.476203454976,0.282723291892,0.116234491002,0.0161900521606,0.308596944102,0.371475379925
52300.0,0.0302286871767,0.0376996063635,0.011302890182,0.0527945362266,0.522458449127,0.648829179692,0.468275651701,0.277146925139,0.11556572912,0.0175292448036,0.309150026025,0.365361707418
52350.0,0.0348935199774,0.0342875238615,0.00726573759213,0.0565297874516,0.522501145484,0.641701660073,0.46902829782,0.281317407315,0.111968113985,0.0153262404728,0.30748368602,0.355064888552
