Error
Epoch,Starting from 4|6|7|7|4 network without change a lower bound 1,Starting from 4|6|7|7|7|4 network without change an upper bound 1,Starting from 4|14|13|4 network without change an upper bound 1,Starting from 4|14|6|4 network without change a lower bound 1,Starting from 4|6|7|7|4 network to bigger 4|6|7|7|7|4 with old neurons locked 2 57500,Starting from 4|6|7|7|4 network to bigger 4|6|7|7|7|4 with old neurons locked 2 65000,Starting from 4|6|7|7|4 network to bigger 4|6|7|7|7|4 with layers 4|6 locked 2 57500,Starting from 4|6|7|7|4 network to bigger 4|6|7|7|7|4 with layers 4|6 locked 2 65000,Starting from 4|6|7|7|4 network to bigger 4|6|7|7|7|4 with all neurons unlocked 2 57500,Starting from 4|6|7|7|4 network to bigger 4|6|7|7|7|4 with all neurons unlocked 2 65000,Starting from 4|14|6|4 network to bigger 4|14|13|4 with all neurons unlocked 2 57500,Starting from 4|14|6|4 network to bigger 4|14|13|4 with all neurons unlocked 2 65000
50150.0,0.0340070798558,0.0480724787792,0.0200016320095,0.0622924145715,0.751214074412,0.888912172481,1.55465230278,0.52724871753,0.34199817888,0.0350771627044,0.609383607249,0.462320821684
50200.0,0.0314163755131,0.0379469065666,0.0141450691226,0.0553890761719,0.728534259742,0.851491482222,1.44053268444,0.508983556162,0.299334267604,0.0477249847518,0.540814163465,0.42181922326
50250.0,0.041337061801,0.0423611608991,0.0176436076514,0.0561027680995,0.719775399709,0.838866763525,1.28052296207,0.50630205365,0.27781816869,0.0363256142986,0.506233704865,0.390530855157
50300.0,0.0324277186102,0.0474516501791,0.0158191667745,0.0613399349064,0.700557121634,0.837719799594,0.683727504357,0.483705759687,0.264530871806,0.0328027358448,0.467823854188,0.378705304717
50350.0,0.0330311012967,0.0392471147229,0.0137693602664,0.0535451521344,0.692810499635,0.811845744438,0.678299789128,0.47817765292,0.251960174704,0.0338802811462,0.433456869229,0.382475910636
50400.0,0.0336364389657,0.0403993399207,0.0124543343975,0.0587981150372,0.699090376554,0.832589425139,0.638646961028,0.466515893454,0.244976403266,0.0313585609566,0.414952055504,0.381762680442
50450.0,0.0352936592051,0.0412511867556,0.0156387855035,0.0560604932093,0.677916376714,0.831562422807,0.620623155211,0.45929765994,0.230854282697,0.0363116683135,0.387884301818,0.384875696692
50500.0,0.0344635637966,0.038603904866,0.0187201179084,0.0537773300815,0.670867684672,0.817176478265,0.608476232725,0.456669498688,0.226675400129,0.0237002849872,0.385839293088,0.376773832937
50550.0,0.0399912667011,0.041277861138,0.0134555129462,0.05909585152,0.666350611299,0.828198614223,0.580944797825,0.439456897753,0.213058732543,0.0291531178709,0.38334630278,0.382669237604
50600.0,0.0303687790733,0.0591216148789,0.0309035962043,0.0499109702963,0.665919395722,0.819925721676,0.562013339207,0.445366924176,0.20832309069,0.0229175256066,0.376975651904,0.394467771023
50650.0,0.0342388063036,0.0389556287105,0.0135380993241,0.0561979591869,0.674854405036,0.821885431108,0.54811767079,0.429148924371,0.200547106825,0.0292024176682,0.370508101789,0.386636995074
50700.0,0.0402193435747,0.0493614597511,0.0109403501212,0.0535446763262,0.652473127233,0.801147838839,0.523838196331,0.428835500708,0.201738781248,0.0231345390867,0.36632240274,0.386148083323
50750.0,0.0388177354795,0.0385780494318,0.01561972339,0.0585107324025,0.645320876828,0.816936572596,0.519748745597,0.419692140746,0.197730188507,0.0217787759946,0.360784840547,0.388463901214
50800.0,0.0327922712628,0.0409046379029,0.0138028190048,0.0529369539551,0.640605602558,0.811094541417,0.517399084746,0.409713979562,0.192371197223,0.0256508014804,0.361074658012,0.384759884585
50850.0,0.0324959299564,0.0419294539847,0.012681320204,0.0546407159568,0.635017821716,0.812623302214,0.500407251752,0.409996454693,0.18006464611,0.0202902058158,0.344341329433,0.365385656671
50900.0,0.0303154176257,0.0363333009563,0.0175109529963,0.060339870112,0.631658292438,0.815412774737,0.491375843324,0.395378485726,0.182951150047,0.0229948864543,0.347657740729,0.360721775491
50950.0,0.040192157789,0.0362261690763,0.013024622182,0.0562238457112,0.632331313964,0.796203337789,0.489480024321,0.400258695269,0.184429209842,0.0304095487866,0.344023664493,0.350477336266
51000.0,0.0297743372311,0.0509377361859,0.0181296380729,0.0551165558031,0.633878645869,0.789142372586,0.473959712151,0.385576279042,0.179167139177,0.0316139401007,0.335919725221,0.340263934327
51050.0,0.0287873918237,0.0363987006308,0.0114501243143,0.0609865963734,0.633150377174,0.81063443357,0.472462758786,0.376021127705,0.172307050088,0.0287242330034,0.331205224074,0.328646842384
51100.0,0.0319070980836,0.0372499037899,0.0133498332079,0.0610322941064,0.626477970131,0.808019571145,0.46916408815,0.373774191775,0.167563402221,0.0230579295234,0.333228798019,0.317385042345
51150.0,0.0318534635692,0.0377421966688,0.0129215795758,0.0546880964026,0.619062305595,0.798703949498,0.460888187683,0.365966187984,0.165073412218,0.0248300698798,0.330247491331,0.310029165411
51200.0,0.0282690937674,0.0450249950164,0.0180546870077,0.0546286741358,0.624488292346,0.814667363014,0.440826518525,0.357589896448,0.164025395083,0.0230604948099,0.328940019382,0.31117733686
